src_lang,dest_lang,latent_lang,avg,sem95_error,avg_latent,sem95_error_latent
fr,ru,es,0.9720875024795532,0.028215579688549042,0.011362872086465359,0.02226673625409603
fr,ru,de,0.9720875024795532,0.028215579688549042,5.247710578260012e-05,7.697330875089392e-05
es,en,zh,0.9527978897094727,0.03784538805484772,1.1013697509554277e-08,1.4809406145843695e-08
es,en,fr,0.9527978897094727,0.03784538805484772,0.08493667095899582,0.0575023777782917
es,en,de,0.9527978897094727,0.03784538805484772,1.937743718372076e-06,3.5454299904813524e-06
es,en,ru,0.9527978897094727,0.03784538805484772,7.671466164538288e-07,1.5022451407276094e-06
es,zh,en,0.8244333267211914,0.07347755134105682,0.9285318851470947,0.04991089180111885
es,zh,fr,0.8244333267211914,0.07347755134105682,0.08524355292320251,0.05738559365272522
es,zh,de,0.8244333267211914,0.07347755134105682,0.00010576232307357714,0.00011890556197613478
es,zh,ru,0.8244333267211914,0.07347755134105682,1.0561385352048092e-05,1.6518222764716484e-05
es,fr,en,0.9131934642791748,0.05290630832314491,0.9181306958198547,0.05527374893426895
es,fr,zh,0.9131934642791748,0.05290630832314491,1.917369445436634e-07,1.8154663905534107e-07
es,fr,de,0.9131934642791748,0.05290630832314491,0.0006343256100080907,0.001079644775018096
es,fr,ru,0.9131934642791748,0.05290630832314491,5.422243702923879e-07,6.749593808308418e-07
es,de,en,0.9435112476348877,0.0404321663081646,0.9326123595237732,0.05010731518268585
es,de,zh,0.9435112476348877,0.0404321663081646,1.5632692793587921e-06,2.8292465685808565e-06
es,de,fr,0.9435112476348877,0.0404321663081646,0.09204118698835373,0.060341689735651016
es,de,ru,0.9435112476348877,0.0404321663081646,3.0874195999786025e-06,3.904577624780359e-06
es,ru,en,0.9469651579856873,0.042048826813697815,0.944074809551239,0.044409602880477905
es,ru,zh,0.9469651579856873,0.042048826813697815,1.0896843605223694e-06,9.367224720335798e-07
es,ru,fr,0.9469651579856873,0.042048826813697815,0.09087467938661575,0.060385704040527344
es,ru,de,0.9469651579856873,0.042048826813697815,0.00011049072054447606,0.00016550879809074104
de,en,zh,0.9521326422691345,0.0376344732940197,5.956334447887457e-08,5.812101022684146e-08
de,en,fr,0.9521326422691345,0.0376344732940197,0.09090926498174667,0.06040891259908676
de,en,es,0.9521326422691345,0.0376344732940197,0.011362871155142784,0.022271225228905678
de,en,ru,0.9521326422691345,0.0376344732940197,4.183856461281721e-08,3.819136296101533e-08
de,zh,en,0.8715360760688782,0.0635896772146225,0.9324541687965393,0.047580793499946594
de,zh,fr,0.8715360760688782,0.0635896772146225,0.09091045707464218,0.06040599197149277
de,zh,es,0.8715360760688782,0.0635896772146225,0.011362372897565365,0.02226826548576355
de,zh,ru,0.8715360760688782,0.0635896772146225,2.401224264758639e-05,2.237914850411471e-05
de,fr,en,0.9259593486785889,0.046618252992630005,0.9636497497558594,0.03771412745118141
de,fr,zh,0.9259593486785889,0.046618252992630005,4.362315166872577e-07,3.6904626199429913e-07
de,fr,es,0.9259593486785889,0.046618252992630005,0.020661858841776848,0.028061755001544952
de,fr,ru,0.9259593486785889,0.046618252992630005,7.507363761760644e-07,9.69612642620632e-07
de,es,en,0.9589832425117493,0.0329282321035862,0.9571966528892517,0.03915683180093765
de,es,zh,0.9589832425117493,0.0329282321035862,6.549930731125642e-07,1.0180910976487212e-06
de,es,fr,0.9589832425117493,0.0329282321035862,0.09093999862670898,0.06040694937109947
de,es,ru,0.9589832425117493,0.0329282321035862,8.496417649439536e-07,5.536497837965726e-07
de,ru,en,0.9470886588096619,0.03964347019791603,0.9432575106620789,0.04478023946285248
de,ru,zh,0.9470886588096619,0.03964347019791603,6.8140739131195005e-06,8.937630809668917e-06
de,ru,fr,0.9470886588096619,0.03964347019791603,0.09094138443470001,0.060404371470212936
de,ru,es,0.9470886588096619,0.03964347019791603,0.011362737976014614,0.02227095328271389
ru,en,zh,0.9478263854980469,0.04282195121049881,7.456566919472607e-08,1.1077213457610924e-07
ru,en,fr,0.9478263854980469,0.04282195121049881,0.07919040322303772,0.05656711757183075
ru,en,es,0.9478263854980469,0.04282195121049881,0.01136302575469017,0.022271528840065002
ru,en,de,0.9478263854980469,0.04282195121049881,1.6166914065252058e-05,1.7704072888591327e-05
ru,zh,en,0.8606603741645813,0.06814586371183395,0.9424627423286438,0.042455561459064484
ru,zh,fr,0.8606603741645813,0.06814586371183395,0.08057480305433273,0.0568203330039978
ru,zh,es,0.8606603741645813,0.06814586371183395,0.011415451765060425,0.022226983681321144
ru,zh,de,0.8606603741645813,0.06814586371183395,0.00018454263044986874,0.00014070582983549684
ru,fr,en,0.9314143657684326,0.046237580478191376,0.9588258862495422,0.039904456585645676
ru,fr,zh,0.9314143657684326,0.046237580478191376,8.286142474389635e-07,1.2632210655283416e-06
ru,fr,es,0.9314143657684326,0.046237580478191376,0.0216783806681633,0.029390500858426094
ru,fr,de,0.9314143657684326,0.046237580478191376,0.0010761142475530505,0.0020722358021885157
ru,es,en,0.9756920337677002,0.02948891557753086,0.9615620970726013,0.03793615475296974
ru,es,zh,0.9756920337677002,0.02948891557753086,2.124090542565682e-06,3.3955082017200766e-06
ru,es,fr,0.9756920337677002,0.02948891557753086,0.08001944422721863,0.05683066323399544
ru,es,de,0.9756920337677002,0.02948891557753086,6.631096766795963e-05,0.00012984158820472658
ru,de,en,0.9340962767601013,0.044881485402584076,0.9579210877418518,0.03903821483254433
ru,de,zh,0.9340962767601013,0.044881485402584076,3.320792984595755e-06,3.270475872341194e-06
ru,de,fr,0.9340962767601013,0.044881485402584076,0.08078345656394958,0.05626179650425911
ru,de,es,0.9340962767601013,0.044881485402584076,0.011362089775502682,0.022269556298851967
