src_lang,dest_lang,latent_lang,avg,sem95_error,avg_latent,sem95_error_latent
es,en,de,0.8956823348999023,0.03268494829535484,0.00490045128390193,0.003447433467954397
es,en,ru,0.8956823348999023,0.03268494829535484,0.00137157435528934,0.0008590297074988484
es,zh,en,0.7907875180244446,0.04406331107020378,0.772677481174469,0.05821215733885765
es,zh,fr,0.7907875180244446,0.04406331107020378,0.09037430584430695,0.0547369085252285
es,zh,de,0.7907875180244446,0.04406331107020378,0.015386756509542465,0.01508395280689001
es,zh,ru,0.7907875180244446,0.04406331107020378,0.010242325253784657,0.005454724654555321
es,fr,en,0.8421719074249268,0.04960430786013603,0.8312820792198181,0.052162062376737595
es,fr,zh,0.8421719074249268,0.04960430786013603,0.024854201823472977,0.01131016481667757
es,fr,de,0.8421719074249268,0.04960430786013603,0.02112366445362568,0.01590532436966896
es,fr,ru,0.8421719074249268,0.04960430786013603,0.004889765754342079,0.004823155235499144
es,de,en,0.7656437158584595,0.0418345183134079,0.8103034496307373,0.04973737895488739
es,de,zh,0.7656437158584595,0.0418345183134079,0.060215651988983154,0.024609355255961418
es,de,fr,0.7656437158584595,0.0418345183134079,0.0963301956653595,0.04748113080859184
es,de,ru,0.7656437158584595,0.0418345183134079,0.009178935550153255,0.011101863346993923
es,ru,en,0.7831004858016968,0.05226104333996773,0.8447557091712952,0.046256374567747116
es,ru,zh,0.7831004858016968,0.05226104333996773,0.034260138869285583,0.01629583351314068
es,ru,fr,0.7831004858016968,0.05226104333996773,0.09874819964170456,0.05606866255402565
es,ru,de,0.7831004858016968,0.05226104333996773,0.009910875000059605,0.009610721841454506
de,en,zh,0.7996566891670227,0.03775725141167641,0.022247474640607834,0.014962708577513695
de,en,fr,0.7996566891670227,0.03775725141167641,0.0901888906955719,0.0561019629240036
de,en,es,0.7996566891670227,0.03775725141167641,0.014316832646727562,0.01660173013806343
de,en,ru,0.7996566891670227,0.03775725141167641,0.0024254366289824247,0.001989674521610141
de,zh,en,0.7711250185966492,0.04467868432402611,0.7527185082435608,0.06443609297275543
de,zh,fr,0.7711250185966492,0.04467868432402611,0.09010595083236694,0.05507970228791237
de,zh,es,0.7711250185966492,0.04467868432402611,0.029542971402406693,0.02187199890613556
de,zh,ru,0.7711250185966492,0.04467868432402611,0.011453195475041866,0.005384449381381273
de,fr,en,0.7486955523490906,0.04909643903374672,0.8358880877494812,0.05033138394355774
de,fr,zh,0.7486955523490906,0.04909643903374672,0.02619512565433979,0.012798286974430084
de,fr,es,0.7486955523490906,0.04909643903374672,0.11438023298978806,0.054458603262901306
de,fr,ru,0.7486955523490906,0.04909643903374672,0.0047695026732981205,0.004693057853728533
de,es,en,0.7491010427474976,0.03936401754617691,0.862718403339386,0.04609476029872894
de,es,zh,0.7491010427474976,0.03936401754617691,0.02635592222213745,0.015057838521897793
de,es,fr,0.7491010427474976,0.03936401754617691,0.12821418046951294,0.05873468145728111
de,es,ru,0.7491010427474976,0.03936401754617691,0.004283418878912926,0.0033151232637465
de,ru,en,0.7278566956520081,0.0490858368575573,0.8393630981445312,0.053766362369060516
de,ru,zh,0.7278566956520081,0.0490858368575573,0.03843317925930023,0.01951431669294834
de,ru,fr,0.7278566956520081,0.0490858368575573,0.10247869044542313,0.05837748572230339
de,ru,es,0.7278566956520081,0.0490858368575573,0.02374551258981228,0.02156895212829113
ru,en,zh,0.8844659328460693,0.03455110639333725,0.028016863390803337,0.01586747355759144
ru,en,fr,0.8844659328460693,0.03455110639333725,0.10313466191291809,0.060563668608665466
ru,en,es,0.8844659328460693,0.03455110639333725,0.0182877816259861,0.02381158620119095
ru,en,de,0.8844659328460693,0.03455110639333725,0.004921622108668089,0.003441102569922805
ru,zh,en,0.832824170589447,0.04301490634679794,0.7563037872314453,0.06138875335454941
ru,zh,fr,0.832824170589447,0.04301490634679794,0.08916672319173813,0.05476557835936546
ru,zh,es,0.832824170589447,0.04301490634679794,0.03314388170838356,0.02449777163565159
ru,zh,de,0.832824170589447,0.04301490634679794,0.011814361438155174,0.01078383345156908
ru,fr,en,0.8483848571777344,0.04558524489402771,0.8532065749168396,0.0460001640021801
ru,fr,zh,0.8483848571777344,0.04558524489402771,0.026531634852290154,0.01156984269618988
ru,fr,es,0.8483848571777344,0.04558524489402771,0.12922941148281097,0.0612817220389843
ru,fr,de,0.8483848571777344,0.04558524489402771,0.015843912959098816,0.012422912754118443
ru,es,en,0.8839613199234009,0.0403054803609848,0.8660927414894104,0.044714316725730896
ru,es,zh,0.8839613199234009,0.0403054803609848,0.025357132777571678,0.00983729213476181
ru,es,fr,0.8839613199234009,0.0403054803609848,0.111546091735363,0.054020605981349945
ru,es,de,0.8839613199234009,0.0403054803609848,0.00984217319637537,0.011171510443091393
ru,de,en,0.8302479386329651,0.03752920404076576,0.8052040338516235,0.05179079622030258
ru,de,zh,0.8302479386329651,0.03752920404076576,0.06828262656927109,0.0358056016266346
ru,de,fr,0.8302479386329651,0.03752920404076576,0.10119032114744186,0.05099507421255112
ru,de,es,0.8302479386329651,0.03752920404076576,0.02150779776275158,0.02278032898902893
